group	x	xend	y	yend
1	0.2164845	138.2340095	-0.277376470588235	-0.277376470588235
1	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
1	2.7791455	138.2340095	-0.274766871165644	-0.274766871165644
1	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
1	42.2474885	66.7932835	-0.392454545454545	-0.392454545454545
1	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
1	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
1	42.2474885	66.3251155	-0.361333333333333	-0.361333333333333
1	66.3251155	66.7932835	-0.5325	-0.5325
1	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
1	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
1	42.2474885	65.2327755	-0.4374	-0.4374
1	65.2327755	65.8962095	-0.1655	-0.1655
1	65.8962095	66.7932835	-0.44975	-0.44975
1	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
1	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
1	2.7791455	42.2474885	-0.25718	-0.25718
1	42.2474885	65.2327755	-0.4374	-0.4374
1	65.2327755	65.8962095	-0.1655	-0.1655
1	65.8962095	66.7932835	-0.44975	-0.44975
1	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
1	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
1	2.7791455	42.2474885	-0.25718	-0.25718
1	42.2474885	65.2327755	-0.4374	-0.4374
1	65.2327755	65.8962095	-0.1655	-0.1655
1	65.8962095	66.7932835	-0.44975	-0.44975
1	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
1	105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
1	0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
1	33.2549545	34.4591305	-0.076	-0.076
1	34.4591305	42.2474885	-0.279	-0.279
1	42.2474885	65.2327755	-0.4374	-0.4374
1	65.2327755	65.8962095	-0.1655	-0.1655
1	65.8962095	66.7932835	-0.44975	-0.44975
