group	x	xend	y	yend
1	0.0931535	158.8596675	0.229757066491931	0.229757066491931
1	0.0931535	60.3815305	-0.145507226326296	-0.145507226326296
1	60.3815305	158.8596675	0.430791509073124	0.430791509073124
1	0.0931535	60.3815305	-0.145507226326296	-0.145507226326296
1	60.3815305	148.1877815	0.413024401541059	0.413024401541059
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	55.2448415	-0.162146265930814	-0.162146265930814
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	148.1877815	0.416351410464501	0.416351410464501
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	60.3815305	-0.145507226326296	-0.145507226326296
1	60.3815305	98.1834835	0.416789197056935	0.416789197056935
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
1	99.8270215	148.1877815	0.396926246486351	0.396926246486351
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	55.2448415	-0.162146265930814	-0.162146265930814
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	98.1834835	0.424959857210937	0.424959857210937
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
1	99.8270215	148.1877815	0.396926246486351	0.396926246486351
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	55.2448415	-0.162146265930814	-0.162146265930814
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	97.2098965	0.43845659737326	0.43845659737326
1	97.2098965	98.1834835	0.0200576523412535	0.0200576523412535
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
1	99.8270215	148.1877815	0.396926246486351	0.396926246486351
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	55.2448415	-0.162146265930814	-0.162146265930814
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	97.2098965	0.43845659737326	0.43845659737326
1	97.2098965	98.1834835	0.0200576523412535	0.0200576523412535
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
1	99.8270215	148.1877815	0.396926246486351	0.396926246486351
1	148.1877815	150.1244145	0.893750501720566	0.893750501720566
1	150.1244145	158.8596675	0.557554534757342	0.557554534757342
1	0.0931535	42.9947915	-0.178600053871705	-0.178600053871705
1	42.9947915	44.3430635	0.306845500314283	0.306845500314283
1	44.3430635	55.2448415	-0.161403712836202	-0.161403712836202
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	97.2098965	0.43845659737326	0.43845659737326
1	97.2098965	98.1834835	0.0200576523412535	0.0200576523412535
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
1	99.8270215	148.1877815	0.396926246486351	0.396926246486351
1	148.1877815	158.8596675	0.599579030627745	0.599579030627745
1	0.0931535	14.7761035	-0.0777350678601534	-0.0777350678601534
1	14.7761035	42.9947915	-0.217024810447534	-0.217024810447534
1	42.9947915	44.3430635	0.306845500314283	0.306845500314283
1	44.3430635	55.2448415	-0.161403712836202	-0.161403712836202
1	55.2448415	64.1759375	0.0527340901525819	0.0527340901525819
1	64.1759375	97.2098965	0.43845659737326	0.43845659737326
1	97.2098965	98.1834835	0.0200576523412535	0.0200576523412535
1	98.1834835	99.8270215	0.984771612385425	0.984771612385425
