group	xintercept
1	69.9539025
1	2.2157475
1	69.9539025
1	2.2157475
1	37.4759135
1	69.9539025
1	2.2157475
1	29.3521765
1	29.9905805
1	69.9539025
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	69.9539025
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	38.8143905
1	69.9539025
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	38.8143905
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	44.8900195
1	46.6567065
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	29.3521765
1	29.9905805
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	30.6934125
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	29.3521765
1	29.9905805
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	12.7438475
1	18.2514195
1	29.3521765
1	29.9905805
1	30.6934125
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	9.8147825
1	12.7438475
1	18.2514195
1	29.3521765
1	29.9905805
1	30.6934125
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	2.2157475
1	9.8147825
1	12.7438475
1	18.2514195
1	21.7892915
1	29.3521765
1	29.9905805
1	30.6934125
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
1	0.9299265
1	2.2157475
1	9.8147825
1	12.7438475
1	18.2514195
1	21.7892915
1	29.3521765
1	29.9905805
1	30.6934125
1	31.3760565
1	37.4759135
1	39.7701675
1	40.5368585
1	44.8900195
1	46.6567065
1	47.5179695
1	69.9539025
1	114.2750635
1	116.2327125
