group	xintercept
1	60.3815305
1	60.3815305
1	148.1877815
1	55.2448415
1	64.1759375
1	148.1877815
1	60.3815305
1	98.1834835
1	99.8270215
1	148.1877815
1	55.2448415
1	64.1759375
1	98.1834835
1	99.8270215
1	148.1877815
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	148.1877815
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	148.1877815
1	150.1244145
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	148.1877815
1	14.7761035
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	148.1877815
1	14.7761035
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	148.1877815
1	150.1244145
1	14.7761035
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	148.1877815
1	14.7761035
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	148.1877815
1	150.1244145
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	148.1877815
1	150.1244145
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	148.1877815
1	150.1244145
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	75.9875225
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	148.1877815
1	150.1244145
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	75.9875225
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	144.4822855
1	148.1877815
1	150.1244145
1	14.7761035
1	26.3357965
1	27.6658355
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	75.9875225
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	144.4822855
1	148.1877815
1	150.1244145
1	9.8506445
1	13.0675305
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	75.9875225
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	144.4822855
1	148.1877815
1	150.1244145
1	6.9415125
1	8.4892035
1	9.8506445
1	13.0675305
1	14.7761035
1	24.9494925
1	42.9947915
1	44.3430635
1	55.2448415
1	64.1759375
1	75.9875225
1	97.2098965
1	98.1834835
1	99.8270215
1	102.2143105
1	103.2339725
1	143.0964375
1	148.1877815
1	150.1244145
