group	xintercept
1	15.6300485
1	15.6300485
1	57.5197815
1	1.9821035
1	15.6300485
1	57.5197815
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	176.6456965
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	137.8255545
1	141.0514305
1	167.7006205
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	137.8255545
1	140.8125995
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	121.8151805
1	122.3948095
1	137.8255545
1	140.8125995
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	56.6014705
1	57.5197815
1	121.8151805
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	121.8151805
1	122.3948095
1	137.8255545
1	140.8125995
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	121.8151805
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	120.5675435
1	122.3948095
1	137.8255545
1	140.8125995
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	120.5675435
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	10.7979605
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	120.5675435
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	94.4955975
1	95.3578035
1	120.5675435
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	10.7979605
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	94.4955975
1	95.3578035
1	120.5675435
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
1	1.9821035
1	3.0558755
1	10.7979605
1	15.6300485
1	21.1369125
1	22.8001795
1	56.6014705
1	57.5197815
1	75.3427775
1	78.8590835
1	94.4955975
1	95.3578035
1	120.5675435
1	122.3948095
1	137.8255545
1	141.0514305
1	149.4276865
1	151.2319735
1	167.7006205
